"","siteid","sitename","LandUnitDetail","latitudedd","longitudedd","ElevationMeters","PrimaryType","SecondaryType","surveyid","surveydate","surveyors","surveyprotocol","ExtentOfData","seapscore_id","HAB_quality","FHI_herbivory","FHI_recreation","AC_culturalSignificance","FHI_flowRegulation","AQ_persistence","FHI_humanImpactRiskScore","meanConditionScore"
"101",717,"Aconitum unnamed springs","Kaibab NF, North Kaibab RD",36.39966,-112.08085,2359,"hillslope",NA,1340219602,"6/17/2012","Larry Stevens, Jeri Ledbetter, Glenn Rink, Kyle Paffett, Anya Fayfer, and Kumi Isobe.","Stevens et al. Level 2",9,396,6,6,5,6,6,4,2,4.85
"102",1144,"Little Spring","Coconino NF, Peaks RD",35.37441,-111.72573,2539,"helocrene","anthropogenic",-1355459782,"9/24/2013","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 1",3,1017,3,3,3,6,3,3,3.375,3.43333
"103",768,"Mineral Spring","Kaibab NF, Williams RD",35.25188,-111.9994,2124,"helocrene",NA,2146221028,"5/27/2014","Prescott College Springs Ecology Class 2014: Glenn Rink, Jeri Ledbetter, and Larry Stevens","Stevens et al. Level 2",10,1223,2,1,3,3,1,3,3,3.1
"104",430,"General Springs","Coconino NF, Mogollon Rim RD",34.45948,-111.24992,2192,"helocrene","rheocrene",1259639552,"9/21/2009","Jeri Ledbetter, Eric North, RJ Johnson, and Denise Hudson","Stevens et al. Level 2",10,65,3,3,3,6,4,3,2.875,3.2588
"105",796,"Upper Sowats Seep","Kaibab NF, North Kaibab RD",36.52293,-112.57188,1107,"hanging garden",NA,335507350,"5/22/2009","K Watters, C Albano, and B Kluwin","Stevens/NPS 2000",7,137,6,6,5,6,6,3,2,5.06111
"106",660,"Unnamed Spring 8","Kaibab NF, North Kaibab RD",36.54585,-112.51803,1410,"hanging garden",NA,-868991875,"5/19/2009","D. Burger, C Albano, and K. Watters","Stevens/NPS 2000",8,141,6,6,5,6,6,3,2,4.92222
"107",1019,"Little Elden Spring","Coconino NF, Peaks RD",35.27691,-111.57934,2190,"hillslope","limnocrene",2146244287,"5/19/2016","SSI Staff and Workshop Participants","Stevens et al. Level 1",8,1450,4,5,4,6,4,4,2.4,4.2
"108",312,"Quaking Aspen Spring","Kaibab NF, North Kaibab RD",36.37823,-112.28261,2398,"hillslope",NA,1298504657,"7/28/2010","G. Rink, Albano, Phillips, and Willard","Stevens/NPS 2000",8,157,4,3,4,6,5,3,2.71429,3.7422
"109",351,"Parissawampitts Spring","Kaibab NF, North Kaibab RD",36.41313,-112.31666,2366,"rheocrene","helocrene",903914113,"7/30/2010","C. Albano, G. Rink, K. Willard, and J. Spence","Stevens/NPS 2000",8,247,2,1,3,6,2,3,3.28571,2.82077
"110",885,"63 Tank","Coconino NF, Mogollon Rim RD",34.68032,-111.29347,2135,"limnocrene",NA,1404517222,"8/7/2012","Kyle Paffett and Gerald Higa","Stevens et al. Level 2",4,781,3,4,6,6,1,3,2.14286,3.5
"111",783,"McDermit Spring","Kaibab NF, Williams RD",35.26869,-111.91345,2200,"helocrene",NA,-1952595448,"8/30/2011","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",10,230,4,3,5,6,1,3,3.875,2.70625
"112",226457,"Homestead Channel Springs","Coconino NF, Mogollon Rim RD",34.4704,-111.28585,2196,"rheocrene",NA,2146245804,"6/24/2017","Jeri Ledbetter, Gloria Hardwick, Glenn Rink, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1779,5,4,5,NA,5,5,2.3,4.5
"113",745,"Twin Springs","Kaibab NF, Williams RD",35.16832,-112.22494,2130,"anthropogenic","helocrene",1379087124,"8/14/2013","Jeri Ledbetter, Glenn Rink, Marguerite Hendrie, Tom Checknis, and Colton McDavid","Stevens/GDE hybrid",7,943,2,4,4,NA,1,4,4,2.8
"114",766,"Many Snakes Spring","Kaibab NF, Williams RD",35.10909,-112.23399,1990,"limnocrene","rheocrene",-751493278,"8/16/2013","Jeri Ledbetter, Glenn Rink, Marguerite Hendrie, and Bill Beaver","Stevens/GDE hybrid",8,952,6,6,6,NA,6,5,2.1,5
"115",19246,"Cane Hanging Garden","Kaibab NF, North Kaibab RD",36.58374,-112.04679,1900,"hanging garden",NA,975429660,"8/28/2013","Larry Stevens, Jeri Ledbetter, Glenn Rink, and Marguerite Hendrie","Stevens et al. Level 2",10,965,5,5,5,NA,5,5,2,4.21458
"116",707,"Cane Springs north","Kaibab NF, North Kaibab RD",36.58566,-112.04667,1916,"cave","anthropogenic",-291009299,"8/28/2013","Larry Stevens, and Glenn Rink","Stevens et al. Level 2",10,966,4,5,5,NA,2,5,2.375,4.21875
"117",1019,"Little Elden Spring","Coconino NF, Peaks RD",35.27691,-111.57934,2190,"hillslope","limnocrene",534647800,"7/27/2013","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,1019,3,4,4,NA,2,3,2.875,3.36458
"118",164124,"Metate Tank","Kaibab NF, Williams RD",35.13936,-112.20844,2105,"limnocrene",NA,2146221077,"6/21/2014","Larry Stevens, Glenn Rink, and Jeri Ledbetter","Stevens et al. Level 2",10,1293,2,2,3,NA,2,3,3.2,3.7
"119",691,"South Big Spring Tank","Kaibab NF, North Kaibab RD",36.35354,-112.18317,2607,"limnocrene","anthropogenic",2146238842,"6/24/2015","Jeri Ledbetter, Molly Joyce, Katie Junghans, and Lance Murray","Stevens/GDE hybrid",10,1442,3,4,4,NA,4,3,2.2,3.7
"120",805,"Babbitt Spring","Coconino NF, Mormon Lake RD",35.06692,-111.53853,2107,"rheocrene","hillslope",2146244609,"9/6/2016","Emily Thompson, Sue Ordway, and Irene Hamilton","Stevens et al. Level 2",9,1524,4,2,3,NA,4,4,3.6,3.2
"121",764,"Hat Tank upper","Kaibab NF, Williams RD",35.0955,-112.1707,2065,"rheocrene","hillslope",2146244615,"9/8/2016","Emily Thompson, Cathy Morin, Sue Ordway, and Diane Meuser","Stevens et al. Level 2",4,1528,3,3,3,NA,3,3,4,2.8
"122",954,"Double Springs (West)","Coconino NF, Mormon Lake RD",34.94125,-111.49434,2190,"hillslope",NA,2146244620,"9/7/2016","Chantel Cook, Sue Ordway, Emily Thompson, and Irene Hamilton","Stevens et al. Level 2",7,1533,4,4,3,NA,1,4,2.9,3
"123",1113,"T-Six Spring","Coconino NF, Mormon Lake RD",34.90741,-111.59618,2092,"helocrene","hillslope",2146244648,"9/18/2016","Larry Stevens and Jeri Ledbetter","Stevens/GDE hybrid",9,1542,3,3,4,NA,2,2,3.1,3.4
"124",909,"Bootlegger Spring","Coconino NF, Mormon Lake RD",34.91195,-111.53812,2257,"hillslope",NA,2146244699,"10/12/2016","Larry Stevens, Jeri Ledbetter, Gloria Hardwick, Joseph Holway, Leanna Begay, and David Sabata","Stevens et al. Level 2",10,1555,2,3,4,NA,4,3,2.4,3.3
"125",1005,"Kehl Spring","Coconino NF, Mogollon Rim RD",34.43546,-111.31733,2268,"helocrene","rheocrene",2146245682,"6/2/2017","Jeri Ledbetter, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1712,3,4,4,NA,3,5,2.1,4
"126",438,"Big Moqui Spring","Coconino NF, Mogollon Rim RD",34.58633,-111.19816,2190,"hillslope",NA,2146245683,"6/2/2017","Jeri Ledbetter, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1713,3,2,5,NA,2,3,3.4,3.4
"127",1146,"Mud Spring","Coconino NF, Mogollon Rim RD",34.46563,-111.31361,2283,"rheocrene","helocrene",2146245686,"6/23/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1715,5,4,5,NA,3,5,3.2,4.3
"128",226445,"Stump Glen Spring","Coconino NF, Mogollon Rim RD",34.47242,-111.3275,2185,"rheocrene","helocrene",2146245688,"6/22/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, Joseph Holway and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1716,4,4,4,NA,4,5,2.2,4.3
"129",226443,"Potatito Tank Springs","Coconino NF, Mogollon Rim RD",34.45845,-111.35506,2227,"anthropogenic","limnocrene",2146245680,"6/21/2017","Jeri Ledbetter, Glenn Rink, Joseph Holway, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1717,3,3,5,NA,3,5,2.2,3.8
"130",226446,"Overhang Spring","Coconino NF, Mogollon Rim RD",34.46616,-111.3401,2199,"helocrene","rheocrene",2146245689,"6/22/2017","Jeri Ledbetter, Glenn Rink, Joseph Holway, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1718,5,5,4,NA,5,5,2,4.5
"131",226447,"Cienega Draw Springs","Coconino NF, Mogollon Rim RD",34.44928,-111.34695,2222,"rheocrene","anthropogenic",2146245690,"6/25/2017","Jeri Ledbetter, Gloria Hardwick, Glenn Rink, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1719,4,4,5,NA,4,4,2.2,3.9
"132",989,"Homestead Spring","Coconino NF, Mogollon Rim RD",34.47081,-111.28548,2212,"hillslope","rheocrene",2146245693,"6/24/2017","Jeri Ledbetter, Glenn Rink, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1721,5,5,5,NA,5,5,2,4.6
"133",986,"Half Pint Spring","Coconino NF, Mogollon Rim RD",34.46523,-111.32352,2217,"limnocrene","anthropogenic",2146245692,"6/22/2017","Jeri Ledbetter, Glenn Rink, Joseph Holway and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1722,4,4,5,NA,2,6,2.6,3.7
"134",226450,"Mashed Potato Spring","Coconino NF, Mogollon Rim RD",34.46203,-111.3523,2207,"helocrene","rheocrene",2146245699,"6/22/2017","Jeri Ledbetter, Glenn Rink, Joseph Holway and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1726,4,4,5,NA,4,6,2.2,4.3
"135",1036,"Middle Kehl Meadow Spring","Coconino NF, Mogollon Rim RD",34.44493,-111.31868,2311,"helocrene","rheocrene",2146245700,"6/23/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1727,4,3,4,NA,5,5,2.3,3.8
"136",1014,"Leopard Frog Spring","Coconino NF, Mogollon Rim RD",34.45205,-111.15308,2273,"hillslope",NA,2146245736,"7/7/2017","Jeri Ledbetter, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1733,5,5,5,NA,6,5,2.1,4.6
"137",175497,"Elk Spring Middle","Kaibab NF, Williams RD",35.37653,-111.98743,2232,"hillslope","anthropogenic",2146245744,"6/13/2017","Jeri Ledbetter, Larry Stevens, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1739,3,3,5,NA,4,3,2.2,4
"138",580,"East Elk Spring","Kaibab NF, Williams RD",35.37604,-111.98617,2239,"helocrene","limnocrene",2146245743,"7/5/2017","Jeri Ledbetter, Glenn Rink, Melissa Carrillo-Galaviz and Mellisa Yin","Stevens et al. Level 2",10,1740,4,4,4,NA,3,4,2.8,4
"139",939,"Cornlily Spring","Coconino NF, Mogollon Rim RD",34.43843,-111.17411,2330,"hillslope","rheocrene",2146245770,"7/21/2017","Jeri Ledbetter, Gloria Hardwick, Melissa Yin, and Joseph Holway","Stevens et al. Level 2",10,1751,5,5,6,NA,4,5,2,4.7
"140",226459,"Dragonfly Tank Springs","Coconino NF, Mogollon Rim RD",34.46489,-111.19431,2286,"anthropogenic","limnocrene",2146245773,"7/20/2017","Larry Stevens, Jeri Ledbetter, Glenn Rink, Melissa Yin, Gloria Hardwick, Bernie Marrieta, and Joseph Holway","Stevens et al. Level 2",10,1754,5,4,5,NA,3,5,2.1,4.2
"141",1062,"PoleyQuiva Spring","Coconino NF, Mogollon Rim RD",34.46855,-111.1826,2303,"hillslope",NA,2146245780,"7/20/2017","Jeri Ledbetter, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1763,4,4,5,NA,5,5,2.1,4.4
"142",1145,"Maple Spring","Coconino NF, Mogollon Rim RD",34.43988,-111.1723,2334,"hillslope",NA,2146245791,"7/21/2017","Jeri Ledbetter, Gloria Hardwick, Mellisa Yin, and Joseph Holway","Stevens et al. Level 2",10,1770,5,5,5,NA,4,5,2.3,4.3
"143",1024,"Kaibab Ledge Spring","Coconino NF, Mogollon Rim RD",34.56861,-111.30184,2088,"limnocrene","anthropogenic",2146245797,"6/25/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1772,3,3,3,NA,3,3,2.4,3.2
"144",1124,"Wee Stead Seep","Coconino NF, Mogollon Rim RD",34.41907,-111.18309,2350,"rheocrene","anthropogenic",2146245798,"7/18/2017","Jeri Ledbetter, Glenn Rink, Melissa Yin, Bernie Murrieta, and Leah Ibarra","Stevens et al. Level 2",10,1773,4,4,5,NA,5,4,2,4.1
"145",226652,"Spikerush Spring","Coconino NF, Mogollon Rim RD",34.4236,-111.19143,2321,"hillslope",NA,2146245800,"7/8/2017","Jeri Ledbetter, Larry Stevens, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1774,4,3,5,NA,4,4,2.8,3.9
"146",1116,"Twin Tanks","Coconino NF, Mogollon Rim RD",34.43588,-111.17643,2347,"hillslope",NA,2146245802,"7/21/2017","Jeri Ledbetter, Gloria Hardwick, Mellisa Yin, and Joseph Holway","Stevens et al. Level 2",10,1777,5,4,5,NA,3,5,2.1,4.5
"147",392,"Dane Spring","Coconino NF, Mogollon Rim RD",34.4671,-111.14948,2178,"hillslope","anthropogenic",2146245944,"8/7/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",10,1781,4,4,4,NA,3,6,2.2,4.3
"148",18823,"A-13-11 18C CB","Coconino NF, Mogollon Rim RD",34.50947,-111.23044,2186,"limnocrene","anthropogenic",2146245946,"8/6/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",9,1782,4,5,5,NA,4,4,2,4.1
"149",1011,"Lauren Spring","Coconino NF, Mogollon Rim RD",34.49158,-111.27069,2112,"hillslope",NA,2146245951,"8/5/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",10,1783,4,5,4,NA,5,6,2.2,4.5
"150",1033,"Meadow Spring","Coconino NF, Mogollon Rim RD",34.42899,-111.15686,2247,"helocrene","hillslope",2146245945,"8/7/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",10,1784,4,4,5,NA,6,4,2,4.3
"151",18914,"Potamogeton Tank","Coconino NF, Mogollon Rim RD",34.48878,-111.24472,2223,"limnocrene","anthropogenic",2146245943,"8/6/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",9,1785,4,5,5,NA,4,5,2.3,4.2
"152",942,"Crackerbox Spring","Coconino NF, Mogollon Rim RD",34.4996,-111.24458,2176,"hillslope","hanging garden",2146245948,"8/6/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",9,1786,5,5,5,NA,4,5,2,4.6
"153",575,"Roaring Spring","Coconino NF, Mogollon Rim RD",34.48504,-111.27915,2173,"hillslope",NA,2146246045,"8/5/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",8,1787,5,3,5,NA,4,4,2.2,4.6
"154",226841,"Lydia Tank","Coconino NF, Mogollon Rim RD",34.48398,-111.27022,2156,"limnocrene","anthropogenic",2146245949,"8/5/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",9,1797,4,4,5,NA,3,4,2.1,3.6
"155",373,"Castle Spring","Kaibab NF, North Kaibab RD",36.58623,-112.34149,2195,"hillslope","hanging garden",2146246243,"8/28/2017","Joseph Holway and Gloria Hardwick","Stevens et al. Level 2",8,1798,3,5,4,NA,3,4,2.7,3.9
"156",227013,"Fracas Lake","Kaibab NF, North Kaibab RD",36.63065,-112.23859,2468,"limnocrene","helocrene",2146246244,"8/28/2017","Gloria Hardwick and Joseph Holway","Stevens et al. Level 2",9,1799,3,2,5,NA,5,4,2.4,3.8
"157",226448,"East Clear Creek Headwaters Spring","Coconino NF, Mogollon Rim RD",34.46698,-111.33751,2173,"rheocrene",NA,2146245694,"6/25/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1800,5,4,5,NA,6,5,2.1,4.4
"158",351,"Parissawampitts Spring","Kaibab NF, North Kaibab RD",36.41313,-112.31666,2366,"rheocrene","helocrene",2146246273,"9/24/2017","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,1819,4,5,5,NA,3,4,2.2,4.4
"159",345,"Murrays Lake","Kaibab NF, North Kaibab RD",36.63086,-112.1757,2578,"anthropogenic","limnocrene",2146246272,"9/25/2017","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,1820,1,1,3,NA,1,3,3.4,2.5
"160",438,"Big Moqui Spring","Coconino NF, Mogollon Rim RD",34.58633,-111.19816,2190,"hillslope",NA,2146246306,"9/30/2017","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,1827,3,2,5,NA,2,3,3.4,3.4
"161",770,"Spitz Spring Lower","Kaibab NF, Williams RD",35.26033,-111.9751,2136,"helocrene","anthropogenic",2146247700,"6/11/2018","John Moeny, Tierney Schipper, Susan Ossim, Emile Sawyer, and Larry Stevens","Stevens et al. Level 2",10,1877,3,3,5,NA,2,3,3,3.1
"162",1113,"T-Six Spring","Coconino NF, Mormon Lake RD",34.90741,-111.59618,2092,"helocrene","hillslope",2146247702,"6/12/2018","Larry Stevens, Jeri Ledbetter, Ed Schenk, Tierney Schipper, Alek Mendoza, Emile Sawyer, Tanner Carothers, John Moeny, Susan Ossim, et al.","Stevens et al. Level 2",10,2134,4,3,5,NA,4,3,2.4,3.9
"163",855,"Griffiths Spring","Coconino NF, Mormon Lake RD",35.11741,-111.70946,2092,"hillslope","anthropogenic",2146248730,"5/29/2019","Larry Stevens and Workshop Participants","Stevens et al. Level 2",10,2151,4,5,4,NA,4,3,2.4,3.9
"164",729,"Mud Springs","Kaibab NF, Williams RD",35.11495,-112.1868,2115,"helocrene","anthropogenic",2146248911,"7/29/2019","Alek Mendoza, Gloria Hardwick, and Jenna Norris","Stevens et al. Level 2",9,2266,4,4,3,NA,3,3,2.4,3.9
"165",776,"East Twin Spring","Kaibab NF, Williams RD",35.16906,-112.21548,2155,"helocrene","anthropogenic",2146248912,"7/29/2019","Alek Mendoza, Gloria Hardwick, and Jenna Norris","Stevens et al. Level 2",9,2267,3,5,5,NA,3,3,2.3,4.1
"166",739,"Big Spring","Kaibab NF, Williams RD",35.15812,-112.08072,2088,"hillslope",NA,2146247704,"6/11/2018","Jeri Ledbetter, Gloria Hardwick, Alek Mendoza, Tanner Carothers, and workshop participants","Stevens et al. Level 2",9,2268,4,3,5,NA,4,5,2.8,4.2
"167",741,"Buck Spring","Kaibab NF, Williams RD",35.18881,-112.04959,2077,"helocrene",NA,2146251648,"8/2/2019","Jeri Ledbetter, Andrea Hazelton, and Alek Mendoza","Stevens et al. Level 2",8,2269,3,4,5,NA,2,2,2.4,3.3
"168",739,"Big Spring","Kaibab NF, Williams RD",35.15812,-112.08072,2088,"hillslope",NA,2146248913,"7/30/2019","Andrea Hazelton, Alek Mendoza, Tierney Schipper, and Jenna Norris","Stevens et al. Level 2",10,2271,5,4,5,NA,4,5,3,4.3
"169",412,"Whistling Springs","Coconino NF, Mogollon Rim RD",34.44828,-111.19014,2286,"helocrene",NA,2146248885,"6/26/2019","Jeri Ledbetter, Andrea Hazelton, Riley Swanson, Jeanne Stevens, J. Nicholas, and Hopi Youth","Stevens et al. Level 2",10,2303,5,5,5,NA,4,4,2.1,4.6
"170",1131,"Willard Spring","Coconino NF, Mormon Lake RD",34.97329,-111.68184,2046,"helocrene","hillslope",2146252729,"9/11/2019","Alek Mendoza and Gloria Hardwick","Stevens et al. Level 2",9,2313,3,2,5,NA,3,2,2.7,3.7
"171",181912,"North of Willard Springs","Coconino NF, Mormon Lake RD",34.9776,-111.68143,2062,"hillslope","anthropogenic",2146252738,"9/11/2019","Alek Mendoza and Gloria Hardwick","Stevens et al. Level 2",10,2314,5,5,5,NA,5,3,2.6,4.4
"172",955,"Double Springs (East)","Coconino NF, Mormon Lake RD",34.94106,-111.49433,2206,"hillslope",NA,2146252722,"9/8/2019","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",10,2315,4,5,5,NA,4,5,2.2,4
"173",963,"Fain Spring","Coconino NF, Mormon Lake RD",34.81879,-111.52392,2159,"helocrene",NA,2146252835,"9/19/2019","Alek Mendoza and Andrea Hazelton","Stevens et al. Level 2",9,2328,2,2,5,NA,3,4,3.6,3.2
"174",430,"General Springs","Coconino NF, Mogollon Rim RD",34.45948,-111.24992,2192,"helocrene","rheocrene",2146252871,"9/19/2019","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,2334,4,6,5,NA,5,4,2,4.3
"175",1089,"Smith Spring","Coconino NF, Mormon Lake RD",34.9365,-111.48594,2199,"helocrene","hillslope",2146252703,"9/8/2019","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",10,2337,5,5,5,NA,5,5,2,4.5
"176",768,"Mineral Spring","Kaibab NF, Williams RD",35.25188,-111.9994,2124,"helocrene",NA,2146253831,"8/27/2020","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",10,2626,2,2,4,NA,5,4,3.4,3.1
"177",1005,"Kehl Spring","Coconino NF, Mogollon Rim RD",34.43546,-111.31733,2268,"helocrene","rheocrene",2146253876,"9/14/2020","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,2644,4,3,5,NA,4,3,2.9,4.1
"178",271,"Big Spring","Kaibab NF, North Kaibab RD",36.60225,-112.3489,2150,"hanging garden","anthropogenic",2146260940,"7/19/2021","Larry Stevens, Jeri Ledbetter, and Jaque Ledbetter","Stevens et al. Level 2",9,3136,4,5,4,NA,4,4,2.4,4.7
"179",373,"Castle Spring","Kaibab NF, North Kaibab RD",36.58623,-112.34149,2195,"hillslope","hanging garden",2146260941,"7/22/2021","Larry Stevens, Jeri Ledbetter, and Jaque Ledbetter","Stevens et al. Level 2",10,3137,4,3,4,NA,4,3,3.2,3.8
"180",331,"Crystal Spring","Kaibab NF, North Kaibab RD",36.38914,-112.09597,2682,"helocrene",NA,579,"6/27/2000","RJ Johnson, Larry Stevens, Margaret Erhart, and Nathan Zorich","Stevens/NPS 2000",8,120,2,3,4,6,3,4,3.25,3.735
"181",368,"Watts Spring","Kaibab NF, North Kaibab RD",36.37939,-112.27579,2442,"hillslope",NA,616,"6/29/2000","RJ Johnson, Larry Stevens, Margaret Erhart, and Nathan Zorich","Stevens/NPS 2000",10,129,3,4,5,6,2,3,3.125,2.92167
"182",367,"Warm Springs","Kaibab NF, North Kaibab RD",36.69452,-112.31196,2109,"cave",NA,615,"7/3/2000","RJ Johnson, Nathan Zorich, and Zeke Lauck","Stevens/NPS 2000",8,300,2,4,5,6,1,3,3.375,2.73
"183",548,"Monongye Spring","Coconino NF, Mogollon Rim RD",34.48517,-111.27359,2198,"hillslope",NA,1461783197,"7/4/2010","L.E. Stevens, Glenn Rink, William Talashoma, Beep Jenkins, Frank Romaglio","Stevens et al. Level 2",10,189,2,3,4,NA,3,2,3,3.08
"184",855,"Griffiths Spring","Coconino NF, Mormon Lake RD",35.11741,-111.70946,2092,"hillslope","anthropogenic",1315503607,"8/21/2011","Larry Stevens","Stevens/NPS 2000",10,232,4,4,4,NA,5,4,3.42857,3.63125
"185",592,"Long Valley Spring South Lower","Coconino NF, Mogollon Rim RD",34.51579,-111.33353,2151,"rheocrene",NA,598491263,"8/17/2010","Jeri Ledbetter, Glen Rink, Eric James, Robert Jenkins, William S. Talashoma","Stevens et al. Level 2",8,125,3,3,4,NA,3,4,3.5,3.37667
"186",981,"Gooseberry Springs 1","Coconino NF, Mormon Lake RD",35.04917,-111.44222,2152,"hillslope","helocrene",1363198213,"6/12/2012","Kyle Paffett and Vera Markgraf","Stevens et al. Level 2",4,582,2,5,4,NA,2,4,2.14286,3.20625
"187",19238,"Fleishman False Spring","Coconino NF, Mogollon Rim RD",34.47152,-111.17717,2208,"rheocrene",NA,-1136416500,"6/26/2013","Kyle Paffett, Spencer Harris, Tom Bean, and Krista Sparks (Veg survey 7/11/2013)","Stevens et al. Level 2",5,863,2,3,4,NA,6,3,2.57143,3.0625
