"","siteid","sitename","LandUnitDetail","latitudedd","longitudedd","ElevationMeters","PrimaryType","SecondaryType","surveyid","surveydate","surveyors","surveyprotocol","ExtentOfData","seapscore_id","HAB_quality","FHI_herbivory","FHI_recreation","AC_culturalSignificance","FHI_flowRegulation","AQ_persistence","FHI_humanImpactRiskScore","meanConditionScore"
"102",794,"Kwagunt Hollow Zen Spring","Kaibab NF, North Kaibab RD",36.50922,-112.575,1128,"hanging garden","rheocrene",644377339,"10/4/2013","Krista Sparks, Spencer Harris, Graham Schindel, Vaden Aldridge","Stevens et al. Level 2",4,974,6,5,5,6,6,4,2,4.41875
"103",798,"Cottonwood Cienega","Kaibab NF, North Kaibab RD",36.52286,-112.53591,1346,"helocrene","rheocrene",-1847405151,"10/5/2013","Krista Sparks, Spencer Harris, Graham Schindel, Vaden Aldridge","Stevens et al. Level 2",4,976,6,5,5,6,6,4,2.14286,4.59167
"104",455,"Jumpup Lower Spring","Kaibab NF, North Kaibab RD",36.53189,-112.58763,1212,"rheocrene",NA,1947087694,"10/5/2013","Krista Sparks, Spencer Harris, Graham Schindel, Vaden Aldridge","Stevens et al. Level 2",4,977,4,5,5,6,6,4,2.14286,3.86875
"105",665,"Cottonwood Spring Lower Spring","Kaibab NF, North Kaibab RD",36.521,-112.53052,1403,"rheocrene",NA,-166258505,"10/5/2013","Krista Sparks, Spencer Harris, Graham Schindel, Vaden Aldridge","Stevens et al. Level 2",4,978,6,5,5,6,6,4,2.14286,4.50833
"106",818,"Lower Forgotten Canyon Spring","Kaibab NF, North Kaibab RD",36.49048,-112.57429,1187,"hanging garden","rheocrene",-586956244,"10/4/2013","Krista Sparks, Spencer Harris, Graham Schindel, and Vaden Aldridge","Stevens et al. Level 2",4,979,6,5,5,6,6,4,2.14286,4.19583
"107",1099,"Sycamore Canyon fork Unnamed","Coconino NF, Red Rock RD",34.45863,-111.71901,1095,"rheocrene",NA,-1277110375,"9/6/2013","Krista Sparks and Graham Schindel","Stevens et al. Level 2",5,984,5,5,4,6,6,4,2.14286,3.63958
"108",1103,"Sycamore Spring Hackberry Mountain","Coconino NF, Red Rock RD",34.48283,-111.69512,1243,"hillslope",NA,1232690150,"9/6/2013","Krista Sparks and Graham Schindel","Stevens et al. Level 2",3,985,2,5,5,6,6,0,2,2.1625
"109",896,"Banfield Spring","Coconino NF, Mogollon Rim RD",34.65101,-111.45337,2070,"helocrene",NA,981141611,"7/10/2013","Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",6,990,4,3,6,6,2,4,2.85714,3.4
"110",933,"Clark Well","Coconino NF, Mormon Lake RD",35.06712,-111.57964,2108,"helocrene","anthropogenic",351313104,"7/17/2013","Krista Sparks and Spencer Harris","Stevens et al. Level 2",4,991,1,4,4,6,1,3,3,2.72917
"111",162,"Clover Spring West","Coconino NF, Mogollon Rim RD",34.50596,-111.36258,2089,"hillslope","anthropogenic",2131356967,"7/22/2013","Kyle Paffett, Spencer Harris, and Vera Markgraf","Stevens et al. Level 2",4,994,3,3,4,6,2,4,3.42857,2.87708
"112",1083,"Scott Spring","Coconino NF, Mormon Lake RD",35.02612,-111.72134,2014,"hillslope",NA,110082524,"7/19/2013","Krista Sparks, Spencer Harris, and Quintin Van Dyk","Stevens et al. Level 2",2,995,1,5,5,6,2,0,2.57143,1.35625
"113",1042,"Mortgage Spring","Coconino NF, Mormon Lake RD",35.03722,-111.70964,1961,"rheocrene",NA,135537677,"6/24/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",2,1003,1,4,4,6,5,0,2.71429,1.95625
"114",1135,"Wingfield Corral","Coconino NF, Mogollon Rim RD",34.68438,-111.3547,2073,"hillslope","helocrene",-1580774925,"6/20/2012","Kyle Paffett and Tom Bean","Stevens et al. Level 2",3,592,1,5,5,6,2,0,3.28571,1.03571
"115",429,"Hi Fuller Spring","Coconino NF, Mogollon Rim RD",34.47114,-111.26112,2216,"helocrene",NA,1373916431,"7/12/2013","Krista Sparks, Kyle Paffett, Vera Markgraf, and Abe Springer","Stevens et al. Level 2",7,877,5,4,4,6,2,4,2.71429,3.96042
"116",914,"Buckhorn Ranch Unnamed","Coconino NF, Mogollon Rim RD",34.58827,-111.52102,1752,"hillslope",NA,-203609042,"7/31/2013","Krista Sparks and Spencer Harris","Stevens et al. Level 2",3,948,1,6,6,6,1,0,2.57143,1.76875
"117",907,"Black Spring","Coconino NF, Peaks RD",35.13262,-111.68938,2132,"hillslope",NA,358958674,"7/17/2013","Krista Sparks and Spencer Harris","Stevens et al. Level 2",6,989,3,6,5,6,2,4,3.85714,2.70625
"118",423,"Dora Springs","Coconino NF, Mogollon Rim RD",34.42997,-111.15329,2313,"hillslope",NA,1259645978,"11/10/2009","Larry Stevens, FALA students","Stevens et al. Level 2",10,86,3,1,4,6,3,3,3,3.16065
"119",762,"Dry Park Lake","Kaibab NF, North Kaibab RD",36.41951,-112.23351,2553,"limnocrene",NA,-96399923,"6/28/2011","Jeri Ledbetter, Dave Kreamer, and Victoria Hermosilla","Stevens et al. Level 2",10,291,3,2,5,6,5,NA,2.75,3.68125
"120",717,"Aconitum unnamed springs","Kaibab NF, North Kaibab RD",36.39966,-112.08085,2359,"hillslope",NA,1340219602,"6/17/2012","Larry Stevens, Jeri Ledbetter, Glenn Rink, Kyle Paffett, Anya Fayfer, and Kumi Isobe.","Stevens et al. Level 2",9,396,6,6,5,6,6,4,2,4.85
"121",965,"Flagstaff Spring","Coconino NF, Peaks RD",35.33984,-111.66813,3224,"rheocrene",NA,-1279539782,"6/6/2013","Kyle Paffett, Krista Sparks, and Spencer Harris","Stevens et al. Level 2",4,844,0,6,4,6,0,9,2.71429,2.24375
"122",796,"Upper Sowats Seep","Kaibab NF, North Kaibab RD",36.52293,-112.57188,1107,"hanging garden",NA,335507350,"5/22/2009","K Watters, C Albano, and B Kluwin","Stevens/NPS 2000",7,137,6,6,5,6,6,3,2,5.06111
"123",660,"Unnamed Spring 8","Kaibab NF, North Kaibab RD",36.54585,-112.51803,1410,"hanging garden",NA,-868991875,"5/19/2009","D. Burger, C Albano, and K. Watters","Stevens/NPS 2000",8,141,6,6,5,6,6,3,2,4.92222
"124",701,"Locust Spring","Kaibab NF, North Kaibab RD",36.40003,-112.28603,2452,"helocrene",NA,1298994777,"7/30/2010","C. Albano, G. Rink, J. Spence, B. Phillips, and K. Willard","Stevens/NPS 2000",9,194,2,2,5,9,4,9,3.25,3.05
"125",421,"Upper Buck Spring High","Coconino NF, Mogollon Rim RD",34.42189,-111.14828,2348,"hillslope",NA,1259994597,"9/12/2009","Jeri Ledbetter, Eric North, Valerie Hallam, Christina Davis, Julaire Scott","Stevens et al. Level 2",10,71,2,3,4,6,4,NA,2.75,2.97917
"126",427,"Hidden Spring","Coconino NF, Mogollon Rim RD",34.43917,-111.18326,2309,"hillslope","rheocrene",-910058349,"10/10/2009","Larry Stevens, Jeri Ledbetter, Phoebe Stevens, Rosemary, FALA students","Stevens et al. Level 2",10,79,4,3,5,6,5,NA,2,4.02917
"127",898,"Bear Paw Spring","Coconino NF, Peaks RD",35.34215,-111.65969,3038,NA,NA,-1559757009,"9/27/2013","Larry Stevens","Stevens et al. Level 1",2,1072,1,5,5,6,1,0,3.5,1.5875
"128",1019,"Little Elden Spring","Coconino NF, Peaks RD",35.27691,-111.57934,2190,"hillslope","limnocrene",2146244287,"5/19/2016","SSI Staff and Workshop Participants","Stevens et al. Level 1",8,1450,4,5,4,6,4,4,2.4,4.2
"129",424,"Morningcloak Springs","Coconino NF, Mogollon Rim RD",34.43431,-111.16117,2314,"hillslope",NA,-1954228068,"9/20/2009","Jeri Ledbetter, Eric North, RJ Johnson, Denise Hudson","Stevens et al. Level 2",10,76,5,3,5,6,5,NA,2,3.88981
"130",439,"Royal Bull Springs","Coconino NF, Mogollon Rim RD",34.43286,-111.16082,2312,"hillslope",NA,1261928167,"9/20/2009","Jeri Ledbetter, Eric North, RJ Johnson, Denise Hudson","Stevens et al. Level 2",10,75,4,3,5,6,5,NA,2.14286,4.00053
"131",432,"Lockwood Spring","Coconino NF, Mogollon Rim RD",34.54811,-111.1417,2098,"exposure",NA,1262010058,"9/18/2009","Jeri Ledbetter, Eric North, RJ Johnson, Valerie Hallam, Denise Hudson, Julaire Scott, Karissa Davis","Stevens et al. Level 2",9,78,5,5,5,6,6,NA,2,4.59021
"132",475,"Lara Springs","Coconino NF, Mogollon Rim RD",34.4671,-111.16785,2249,"hillslope",NA,-277571624,"9/12/2009","Jeri Ledbetter, Eric North, Valerie Hallam, Julaire Scott, Christina Davis","Stevens et al. Level 2",10,89,3,3,5,NA,3,NA,2,3.26944
"133",312,"Quaking Aspen Spring","Kaibab NF, North Kaibab RD",36.37823,-112.28261,2398,"hillslope",NA,1298504657,"7/28/2010","G. Rink, Albano, Phillips, and Willard","Stevens/NPS 2000",8,157,4,3,4,6,5,3,2.71429,3.7422
"134",885,"63 Tank","Coconino NF, Mogollon Rim RD",34.68032,-111.29347,2135,"limnocrene",NA,1404517222,"8/7/2012","Kyle Paffett and Gerald Higa","Stevens et al. Level 2",4,781,3,4,6,6,1,3,2.14286,3.5
"135",393,"West Moonshine Spring","Coconino NF, Mogollon Rim RD",34.48278,-111.14449,2239,"hillslope","rheocrene",-1689402876,"9/19/2009","RJ Johnson, Eric North, Jeri Ledbetter, Valerie Hallam, Denise Hudson, Karissa Ramstead","Stevens et al. Level 2",9,81,4,5,4,6,5,1,2.28571,3.5619
"136",783,"McDermit Spring","Kaibab NF, Williams RD",35.26869,-111.91345,2200,"helocrene",NA,-1952595448,"8/30/2011","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",10,230,4,3,5,6,1,3,3.875,2.70625
"137",226457,"Homestead Channel Springs","Coconino NF, Mogollon Rim RD",34.4704,-111.28585,2196,"rheocrene",NA,2146245804,"6/24/2017","Jeri Ledbetter, Gloria Hardwick, Glenn Rink, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1779,5,4,5,NA,5,5,2.3,4.5
"138",776,"East Twin Spring","Kaibab NF, Williams RD",35.16906,-112.21548,2155,"helocrene","anthropogenic",264162954,"8/14/2013","Jeri Ledbetter, Glenn Rink, Marguerite Hendrie, Tom Checknis, and Colton McDavid","Stevens et al. Level 2",8,942,3,2,4,NA,1,1,3.625,2.32083
"139",745,"Twin Springs","Kaibab NF, Williams RD",35.16832,-112.22494,2130,"anthropogenic","helocrene",1379087124,"8/14/2013","Jeri Ledbetter, Glenn Rink, Marguerite Hendrie, Tom Checknis, and Colton McDavid","Stevens/GDE hybrid",7,943,2,4,4,NA,1,4,4,2.8
"140",766,"Many Snakes Spring","Kaibab NF, Williams RD",35.10909,-112.23399,1990,"limnocrene","rheocrene",-751493278,"8/16/2013","Jeri Ledbetter, Glenn Rink, Marguerite Hendrie, and Bill Beaver","Stevens/GDE hybrid",8,952,6,6,6,NA,6,5,2.1,5
"141",19246,"Cane Hanging Garden","Kaibab NF, North Kaibab RD",36.58374,-112.04679,1900,"hanging garden",NA,975429660,"8/28/2013","Larry Stevens, Jeri Ledbetter, Glenn Rink, and Marguerite Hendrie","Stevens et al. Level 2",10,965,5,5,5,NA,5,5,2,4.21458
"142",707,"Cane Springs north","Kaibab NF, North Kaibab RD",36.58566,-112.04667,1916,"cave","anthropogenic",-291009299,"8/28/2013","Larry Stevens, and Glenn Rink","Stevens et al. Level 2",10,966,4,5,5,NA,2,5,2.375,4.21875
"143",957,"Doyle Spring","Coconino NF, Peaks RD",35.33191,-111.65994,3139,"hillslope","helocrene",1561303340,"9/27/2013","Larry Stevens","Stevens et al. Level 1",4,1015,2,5,4,NA,3,1,2.375,3.06042
"144",1019,"Little Elden Spring","Coconino NF, Peaks RD",35.27691,-111.57934,2190,"hillslope","limnocrene",534647800,"7/27/2013","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,1019,3,4,4,NA,2,3,2.875,3.36458
"145",769,"Pitman Valley Spring","Kaibab NF, Williams RD",35.24983,-112.03936,2090,"anthropogenic","limnocrene",2146221030,"5/27/2014","Jeri Ledbetter, Lucky Thomas, Jeff Glessing, Andrew Gosnell, Lance Murray, Julie Polovitch, Mason Stansfield, Glenn Rink, and Jenn Chavez","Stevens et al. Level 2",10,1227,2,2,5,NA,3,9,3.8,2.5
"146",691,"South Big Spring Tank","Kaibab NF, North Kaibab RD",36.35354,-112.18317,2607,"limnocrene","anthropogenic",2146238842,"6/24/2015","Jeri Ledbetter, Molly Joyce, Katie Junghans, and Lance Murray","Stevens/GDE hybrid",10,1442,3,4,4,NA,4,3,2.2,3.7
"147",1113,"T-Six Spring","Coconino NF, Mormon Lake RD",34.90741,-111.59618,2092,"helocrene","hillslope",2146244648,"9/18/2016","Larry Stevens and Jeri Ledbetter","Stevens/GDE hybrid",9,1542,3,3,4,NA,2,2,3.1,3.4
"148",909,"Bootlegger Spring","Coconino NF, Mormon Lake RD",34.91195,-111.53812,2257,"hillslope",NA,2146244699,"10/12/2016","Larry Stevens, Jeri Ledbetter, Gloria Hardwick, Joseph Holway, Leanna Begay, and David Sabata","Stevens et al. Level 2",10,1555,2,3,4,NA,4,3,2.4,3.3
"149",1005,"Kehl Spring","Coconino NF, Mogollon Rim RD",34.43546,-111.31733,2268,"helocrene","rheocrene",2146245682,"6/2/2017","Jeri Ledbetter, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1712,3,4,4,NA,3,5,2.1,4
"150",438,"Big Moqui Spring","Coconino NF, Mogollon Rim RD",34.58633,-111.19816,2190,"hillslope",NA,2146245683,"6/2/2017","Jeri Ledbetter, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1713,3,2,5,NA,2,3,3.4,3.4
"151",1146,"Mud Spring","Coconino NF, Mogollon Rim RD",34.46563,-111.31361,2283,"rheocrene","helocrene",2146245686,"6/23/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1715,5,4,5,NA,3,5,3.2,4.3
"152",226445,"Stump Glen Spring","Coconino NF, Mogollon Rim RD",34.47242,-111.3275,2185,"rheocrene","helocrene",2146245688,"6/22/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, Joseph Holway and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1716,4,4,4,NA,4,5,2.2,4.3
"153",226443,"Potatito Tank Springs","Coconino NF, Mogollon Rim RD",34.45845,-111.35506,2227,"anthropogenic","limnocrene",2146245680,"6/21/2017","Jeri Ledbetter, Glenn Rink, Joseph Holway, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1717,3,3,5,NA,3,5,2.2,3.8
"154",226446,"Overhang Spring","Coconino NF, Mogollon Rim RD",34.46616,-111.3401,2199,"helocrene","rheocrene",2146245689,"6/22/2017","Jeri Ledbetter, Glenn Rink, Joseph Holway, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1718,5,5,4,NA,5,5,2,4.5
"155",226447,"Cienega Draw Springs","Coconino NF, Mogollon Rim RD",34.44928,-111.34695,2222,"rheocrene","anthropogenic",2146245690,"6/25/2017","Jeri Ledbetter, Gloria Hardwick, Glenn Rink, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1719,4,4,5,NA,4,4,2.2,3.9
"156",433,"Coldwater Spring","Coconino NF, Mogollon Rim RD",34.49169,-111.29905,2161,"rheocrene","hypocrene",2146245691,"6/24/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 1",5,1720,2,5,5,NA,2,1,2.8,2.5
"157",989,"Homestead Spring","Coconino NF, Mogollon Rim RD",34.47081,-111.28548,2212,"hillslope","rheocrene",2146245693,"6/24/2017","Jeri Ledbetter, Glenn Rink, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1721,5,5,5,NA,5,5,2,4.6
"158",986,"Half Pint Spring","Coconino NF, Mogollon Rim RD",34.46523,-111.32352,2217,"limnocrene","anthropogenic",2146245692,"6/22/2017","Jeri Ledbetter, Glenn Rink, Joseph Holway and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1722,4,4,5,NA,2,6,2.6,3.7
"159",1018,"Little Dick Spring","Coconino NF, Mogollon Rim RD",34.47728,-111.4363,2115,"hillslope",NA,2146245695,"6/23/2017","Jeri Ledbetter, Gloria Hardwick, Joseph Holway and Melissa Carrillo-Galaviz","Stevens et al. Level 1",9,1723,1,4,4,NA,2,0,2.3,2.3
"160",226450,"Mashed Potato Spring","Coconino NF, Mogollon Rim RD",34.46203,-111.3523,2207,"helocrene","rheocrene",2146245699,"6/22/2017","Jeri Ledbetter, Glenn Rink, Joseph Holway and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1726,4,4,5,NA,4,6,2.2,4.3
"161",1036,"Middle Kehl Meadow Spring","Coconino NF, Mogollon Rim RD",34.44493,-111.31868,2311,"helocrene","rheocrene",2146245700,"6/23/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1727,4,3,4,NA,5,5,2.3,3.8
"162",1014,"Leopard Frog Spring","Coconino NF, Mogollon Rim RD",34.45205,-111.15308,2273,"hillslope",NA,2146245736,"7/7/2017","Jeri Ledbetter, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1733,5,5,5,NA,6,5,2.1,4.6
"163",175497,"Elk Spring Middle","Kaibab NF, Williams RD",35.37653,-111.98743,2232,"hillslope","anthropogenic",2146245744,"6/13/2017","Jeri Ledbetter, Larry Stevens, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1739,3,3,5,NA,4,3,2.2,4
"164",580,"East Elk Spring","Kaibab NF, Williams RD",35.37604,-111.98617,2239,"helocrene","limnocrene",2146245743,"7/5/2017","Jeri Ledbetter, Glenn Rink, Melissa Carrillo-Galaviz and Mellisa Yin","Stevens et al. Level 2",10,1740,4,4,4,NA,3,4,2.8,4
"165",939,"Cornlily Spring","Coconino NF, Mogollon Rim RD",34.43843,-111.17411,2330,"hillslope","rheocrene",2146245770,"7/21/2017","Jeri Ledbetter, Gloria Hardwick, Melissa Yin, and Joseph Holway","Stevens et al. Level 2",10,1751,5,5,6,NA,4,5,2,4.7
"166",226459,"Dragonfly Tank Springs","Coconino NF, Mogollon Rim RD",34.46489,-111.19431,2286,"anthropogenic","limnocrene",2146245773,"7/20/2017","Larry Stevens, Jeri Ledbetter, Glenn Rink, Melissa Yin, Gloria Hardwick, Bernie Marrieta, and Joseph Holway","Stevens et al. Level 2",10,1754,5,4,5,NA,3,5,2.1,4.2
"167",1062,"PoleyQuiva Spring","Coconino NF, Mogollon Rim RD",34.46855,-111.1826,2303,"hillslope",NA,2146245780,"7/20/2017","Jeri Ledbetter, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1763,4,4,5,NA,5,5,2.1,4.4
"168",1145,"Maple Spring","Coconino NF, Mogollon Rim RD",34.43988,-111.1723,2334,"hillslope",NA,2146245791,"7/21/2017","Jeri Ledbetter, Gloria Hardwick, Mellisa Yin, and Joseph Holway","Stevens et al. Level 2",10,1770,5,5,5,NA,4,5,2.3,4.3
"169",1124,"Wee Stead Seep","Coconino NF, Mogollon Rim RD",34.41907,-111.18309,2350,"rheocrene","anthropogenic",2146245798,"7/18/2017","Jeri Ledbetter, Glenn Rink, Melissa Yin, Bernie Murrieta, and Leah Ibarra","Stevens et al. Level 2",10,1773,4,4,5,NA,5,4,2,4.1
"170",226652,"Spikerush Spring","Coconino NF, Mogollon Rim RD",34.4236,-111.19143,2321,"hillslope",NA,2146245800,"7/8/2017","Jeri Ledbetter, Larry Stevens, Glenn Rink, and Mellisa Yin","Stevens et al. Level 2",10,1774,4,3,5,NA,4,4,2.8,3.9
"171",1116,"Twin Tanks","Coconino NF, Mogollon Rim RD",34.43588,-111.17643,2347,"hillslope",NA,2146245802,"7/21/2017","Jeri Ledbetter, Gloria Hardwick, Mellisa Yin, and Joseph Holway","Stevens et al. Level 2",10,1777,5,4,5,NA,3,5,2.1,4.5
"172",392,"Dane Spring","Coconino NF, Mogollon Rim RD",34.4671,-111.14948,2178,"hillslope","anthropogenic",2146245944,"8/7/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",10,1781,4,4,4,NA,3,6,2.2,4.3
"173",18823,"A-13-11 18C CB","Coconino NF, Mogollon Rim RD",34.50947,-111.23044,2186,"limnocrene","anthropogenic",2146245946,"8/6/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",9,1782,4,5,5,NA,4,4,2,4.1
"174",1011,"Lauren Spring","Coconino NF, Mogollon Rim RD",34.49158,-111.27069,2112,"hillslope",NA,2146245951,"8/5/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",10,1783,4,5,4,NA,5,6,2.2,4.5
"175",1033,"Meadow Spring","Coconino NF, Mogollon Rim RD",34.42899,-111.15686,2247,"helocrene","hillslope",2146245945,"8/7/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",10,1784,4,4,5,NA,6,4,2,4.3
"176",18914,"Potamogeton Tank","Coconino NF, Mogollon Rim RD",34.48878,-111.24472,2223,"limnocrene","anthropogenic",2146245943,"8/6/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",9,1785,4,5,5,NA,4,5,2.3,4.2
"177",942,"Crackerbox Spring","Coconino NF, Mogollon Rim RD",34.4996,-111.24458,2176,"hillslope","hanging garden",2146245948,"8/6/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",9,1786,5,5,5,NA,4,5,2,4.6
"178",575,"Roaring Spring","Coconino NF, Mogollon Rim RD",34.48504,-111.27915,2173,"hillslope",NA,2146246045,"8/5/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",8,1787,5,3,5,NA,4,4,2.2,4.6
"179",980,"Gooseberry Springs","Coconino NF, Mogollon Rim RD",34.815,-111.40207,2399,"helocrene",NA,2146246241,"8/17/2017","Larry Stevens and R. Driscoll","Stevens et al. Level 2",9,1796,1,3,5,NA,1,0,3.6,2.4
"180",226841,"Lydia Tank","Coconino NF, Mogollon Rim RD",34.48398,-111.27022,2156,"limnocrene","anthropogenic",2146245949,"8/5/2017","Jeri Ledbetter, Gloria Hardwick, Bernie Murrieta, and Sam Goddard","Stevens et al. Level 2",9,1797,4,4,5,NA,3,4,2.1,3.6
"181",373,"Castle Spring","Kaibab NF, North Kaibab RD",36.58623,-112.34149,2195,"hillslope","hanging garden",2146246243,"8/28/2017","Joseph Holway and Gloria Hardwick","Stevens et al. Level 2",8,1798,3,5,4,NA,3,4,2.7,3.9
"182",227013,"Fracas Lake","Kaibab NF, North Kaibab RD",36.63065,-112.23859,2468,"limnocrene","helocrene",2146246244,"8/28/2017","Gloria Hardwick and Joseph Holway","Stevens et al. Level 2",9,1799,3,2,5,NA,5,4,2.4,3.8
"183",226448,"East Clear Creek Headwaters Spring","Coconino NF, Mogollon Rim RD",34.46698,-111.33751,2173,"rheocrene",NA,2146245694,"6/25/2017","Jeri Ledbetter, Glenn Rink, Gloria Hardwick, and Melissa Carrillo-Galaviz","Stevens et al. Level 2",10,1800,5,4,5,NA,6,5,2.1,4.4
"184",351,"Parissawampitts Spring","Kaibab NF, North Kaibab RD",36.41313,-112.31666,2366,"rheocrene","helocrene",2146246273,"9/24/2017","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,1819,4,5,5,NA,3,4,2.2,4.4
"185",438,"Big Moqui Spring","Coconino NF, Mogollon Rim RD",34.58633,-111.19816,2190,"hillslope",NA,2146246306,"9/30/2017","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,1827,3,2,5,NA,2,3,3.4,3.4
"186",770,"Spitz Spring Lower","Kaibab NF, Williams RD",35.26033,-111.9751,2136,"helocrene","anthropogenic",2146247700,"6/11/2018","John Moeny, Tierney Schipper, Susan Ossim, Emile Sawyer, and Larry Stevens","Stevens et al. Level 2",10,1877,3,3,5,NA,2,3,3,3.1
"187",1113,"T-Six Spring","Coconino NF, Mormon Lake RD",34.90741,-111.59618,2092,"helocrene","hillslope",2146247702,"6/12/2018","Larry Stevens, Jeri Ledbetter, Ed Schenk, Tierney Schipper, Alek Mendoza, Emile Sawyer, Tanner Carothers, John Moeny, Susan Ossim, et al.","Stevens et al. Level 2",10,2134,4,3,5,NA,4,3,2.4,3.9
"188",855,"Griffiths Spring","Coconino NF, Mormon Lake RD",35.11741,-111.70946,2092,"hillslope","anthropogenic",2146248730,"5/29/2019","Larry Stevens and Workshop Participants","Stevens et al. Level 2",10,2151,4,5,4,NA,4,3,2.4,3.9
"189",776,"East Twin Spring","Kaibab NF, Williams RD",35.16906,-112.21548,2155,"helocrene","anthropogenic",2146248912,"7/29/2019","Alek Mendoza, Gloria Hardwick, and Jenna Norris","Stevens et al. Level 2",9,2267,3,5,5,NA,3,3,2.3,4.1
"190",739,"Big Spring","Kaibab NF, Williams RD",35.15812,-112.08072,2088,"hillslope",NA,2146247704,"6/11/2018","Jeri Ledbetter, Gloria Hardwick, Alek Mendoza, Tanner Carothers, and workshop participants","Stevens et al. Level 2",9,2268,4,3,5,NA,4,5,2.8,4.2
"191",741,"Buck Spring","Kaibab NF, Williams RD",35.18881,-112.04959,2077,"helocrene",NA,2146251648,"8/2/2019","Jeri Ledbetter, Andrea Hazelton, and Alek Mendoza","Stevens et al. Level 2",8,2269,3,4,5,NA,2,2,2.4,3.3
"192",588,"Rosilda Spring","Kaibab NF, Williams RD",35.17467,-112.06092,2051,"helocrene","anthropogenic",2146248914,"7/29/2019","Alek Mendoza, Andrea Hazelton, Tierney Schipper, and Jenna Norris","Stevens et al. Level 2",9,2270,2,3,5,NA,1,0,3.1,2.8
"193",739,"Big Spring","Kaibab NF, Williams RD",35.15812,-112.08072,2088,"hillslope",NA,2146248913,"7/30/2019","Andrea Hazelton, Alek Mendoza, Tierney Schipper, and Jenna Norris","Stevens et al. Level 2",10,2271,5,4,5,NA,4,5,3,4.3
"194",412,"Whistling Springs","Coconino NF, Mogollon Rim RD",34.44828,-111.19014,2286,"helocrene",NA,2146248885,"6/26/2019","Jeri Ledbetter, Andrea Hazelton, Riley Swanson, Jeanne Stevens, J. Nicholas, and Hopi Youth","Stevens et al. Level 2",10,2303,5,5,5,NA,4,4,2.1,4.6
"195",425,"Moonshine Spring","Coconino NF, Mogollon Rim RD",34.47765,-111.14077,2206,"helocrene",NA,2146248893,"6/25/2019","Larry Stevens, Jenna Norris, and Hopi Youth","Stevens et al. Level 2",10,2304,4,2,5,NA,4,1,2.1,3.5
"196",1131,"Willard Spring","Coconino NF, Mormon Lake RD",34.97329,-111.68184,2046,"helocrene","hillslope",2146252729,"9/11/2019","Alek Mendoza and Gloria Hardwick","Stevens et al. Level 2",9,2313,3,2,5,NA,3,2,2.7,3.7
"197",181912,"North of Willard Springs","Coconino NF, Mormon Lake RD",34.9776,-111.68143,2062,"hillslope","anthropogenic",2146252738,"9/11/2019","Alek Mendoza and Gloria Hardwick","Stevens et al. Level 2",10,2314,5,5,5,NA,5,3,2.6,4.4
"198",955,"Double Springs (East)","Coconino NF, Mormon Lake RD",34.94106,-111.49433,2206,"hillslope",NA,2146252722,"9/8/2019","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",10,2315,4,5,5,NA,4,5,2.2,4
