"","siteid","sitename","LandUnitDetail","latitudedd","longitudedd","ElevationMeters","PrimaryType","SecondaryType","surveyid","surveydate","surveyors","surveyprotocol","ExtentOfData","seapscore_id","HAB_quality","FHI_herbivory","FHI_recreation","AC_culturalSignificance","FHI_flowRegulation","AQ_persistence","FHI_humanImpactRiskScore","meanConditionScore"
"96",1113,"T-Six Spring","Coconino NF, Mormon Lake RD",34.90741,-111.59618,2092,"helocrene","hillslope",2146247702,"6/12/2018","Larry Stevens, Jeri Ledbetter, Ed Schenk, Tierney Schipper, Alek Mendoza, Emile Sawyer, Tanner Carothers, John Moeny, Susan Ossim, et al.","Stevens et al. Level 2",10,2134,4,3,5,NA,4,3,2.4,3.9
"97",855,"Griffiths Spring","Coconino NF, Mormon Lake RD",35.11741,-111.70946,2092,"hillslope","anthropogenic",2146248730,"5/29/2019","Larry Stevens and Workshop Participants","Stevens et al. Level 2",10,2151,4,5,4,NA,4,3,2.4,3.9
"98",729,"Mud Springs","Kaibab NF, Williams RD",35.11495,-112.1868,2115,"helocrene","anthropogenic",2146248911,"7/29/2019","Alek Mendoza, Gloria Hardwick, and Jenna Norris","Stevens et al. Level 2",9,2266,4,4,3,NA,3,3,2.4,3.9
"99",739,"Big Spring","Kaibab NF, Williams RD",35.15812,-112.08072,2088,"hillslope",NA,2146247704,"6/11/2018","Jeri Ledbetter, Gloria Hardwick, Alek Mendoza, Tanner Carothers, and workshop participants","Stevens et al. Level 2",9,2268,4,3,5,NA,4,5,2.8,4.2
"100",739,"Big Spring","Kaibab NF, Williams RD",35.15812,-112.08072,2088,"hillslope",NA,2146248913,"7/30/2019","Andrea Hazelton, Alek Mendoza, Tierney Schipper, and Jenna Norris","Stevens et al. Level 2",10,2271,5,4,5,NA,4,5,3,4.3
"101",412,"Whistling Springs","Coconino NF, Mogollon Rim RD",34.44828,-111.19014,2286,"helocrene",NA,2146248885,"6/26/2019","Jeri Ledbetter, Andrea Hazelton, Riley Swanson, Jeanne Stevens, J. Nicholas, and Hopi Youth","Stevens et al. Level 2",10,2303,5,5,5,NA,4,4,2.1,4.6
"102",425,"Moonshine Spring","Coconino NF, Mogollon Rim RD",34.47765,-111.14077,2206,"helocrene",NA,2146248893,"6/25/2019","Larry Stevens, Jenna Norris, and Hopi Youth","Stevens et al. Level 2",10,2304,4,2,5,NA,4,1,2.1,3.5
"103",181912,"North of Willard Springs","Coconino NF, Mormon Lake RD",34.9776,-111.68143,2062,"hillslope","anthropogenic",2146252738,"9/11/2019","Alek Mendoza and Gloria Hardwick","Stevens et al. Level 2",10,2314,5,5,5,NA,5,3,2.6,4.4
"104",955,"Double Springs (East)","Coconino NF, Mormon Lake RD",34.94106,-111.49433,2206,"hillslope",NA,2146252722,"9/8/2019","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",10,2315,4,5,5,NA,4,5,2.2,4
"105",430,"General Springs","Coconino NF, Mogollon Rim RD",34.45948,-111.24992,2192,"helocrene","rheocrene",2146252871,"9/19/2019","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,2334,4,6,5,NA,5,4,2,4.3
"106",1089,"Smith Spring","Coconino NF, Mormon Lake RD",34.9365,-111.48594,2199,"helocrene","hillslope",2146252703,"9/8/2019","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",10,2337,5,5,5,NA,5,5,2,4.5
"107",999,"Immigrant Spring","Coconino NF, Mogollon Rim RD",34.44087,-111.29438,2279,"helocrene",NA,2146252874,"10/13/2019","Larry Stevens and Jeff Averitt","Stevens et al. Level 2",9,2339,4,5,4,NA,6,1,2,4.5
"108",1005,"Kehl Spring","Coconino NF, Mogollon Rim RD",34.43546,-111.31733,2268,"helocrene","rheocrene",2146253876,"9/14/2020","Larry Stevens and Jeri Ledbetter","Stevens et al. Level 2",9,2644,4,3,5,NA,4,3,2.9,4.1
"109",271,"Big Spring","Kaibab NF, North Kaibab RD",36.60225,-112.3489,2150,"hanging garden","anthropogenic",2146260940,"7/19/2021","Larry Stevens, Jeri Ledbetter, and Jaque Ledbetter","Stevens et al. Level 2",9,3136,4,5,4,NA,4,4,2.4,4.7
"110",373,"Castle Spring","Kaibab NF, North Kaibab RD",36.58623,-112.34149,2195,"hillslope","hanging garden",2146260941,"7/22/2021","Larry Stevens, Jeri Ledbetter, and Jaque Ledbetter","Stevens et al. Level 2",10,3137,4,3,4,NA,4,3,3.2,3.8
"111",855,"Griffiths Spring","Coconino NF, Mormon Lake RD",35.11741,-111.70946,2092,"hillslope","anthropogenic",1315503607,"8/21/2011","Larry Stevens","Stevens/NPS 2000",10,232,4,4,4,NA,5,4,3.42857,3.63125
